State,Year,Percentage_Poverty,Percentage_Uninsured,Poverty/Uninsured Ratio
 IA,2011,12.07070707070707,11.14441551962627,1.0831171046565449
 IA,2012,12.365656565656561,10.588993432939395,1.1677839488681203
 IA,2013,12.112121212121215,10.440676493696966,1.1600896952829924
 IA,2014,11.950505050505052,7.840626345323232,1.5241773455552152
 IA,2015,11.712121212121213,6.335383138818182,1.848683963619921
 IA,2016,11.393939393939391,5.341035025717171,2.133283032048542
 ID,2008,13.618181818181819,21.949688262045456,0.620427117488035
 ID,2009,14.715909090909088,21.87380026704545,0.6727641704345142
 ID,2010,15.959090909090907,23.164273629545455,0.6889527884325923
 ID,2011,16.797727272727276,21.730339307727267,0.7730080526977339
 ID,2012,16.454545454545453,20.81511313863636,0.7905095372267299
 ID,2013,15.879545454545456,22.208422903181816,0.7150235531704677
 ID,2014,15.475000000000001,18.360858828863638,0.8428254987546112
 ID,2015,15.152272727272733,15.272306058022734,0.9921404580098141
 ID,2016,14.763636363636364,13.974650446727274,1.056458365088757
 IL,2008,12.801960784313724,12.644048789490196,1.012489037131428
 IL,2009,13.662745098039208,12.99324742171569,1.0515265856636105
 IL,2010,13.535294117647064,13.278680766098038,1.019325214309255
 IL,2011,14.171568627450979,12.507838575980395,1.1330149922677728
 IL,2012,14.087254901960783,12.324712610470597,1.1430087943789293
 IL,2013,14.491176470588234,12.148632377735296,1.192823687474987
 IL,2014,14.309803921568628,8.991389693147058,1.5915008035381997
 IL,2015,13.687254901960788,6.171115876137257,2.2179546092931535
 IL,2016,13.665686274509804,5.945494503382349,2.2984944762349864
 IN,2008,12.089130434782613,15.47109663023914,0.7814010036724687
 IN,2009,13.276086956521743,16.50208177241305,0.8045098272822594
 IN,2010,13.877173913043478,16.870754041304345,0.8225580124675079
 IN,2011,14.321739130434782,16.476261633847827,0.8692347480701007
 IN,2012,14.142391304347825,16.375248863445655,0.8636443587686645
 IN,2013,14.29347826086957,15.99994000821739,0.8933457408920659
 IN,2014,13.789130434782615,14.084491354499997,0.9790293513423178
 IN,2015,12.959782608695662,11.205838345989132,1.1565205751280816
 IN,2016,12.834782608695651,9.695248012184782,1.3238219994542861
 KS,2008,11.793333333333333,15.808700968057138,0.7460026827734165
 KS,2009,13.00285714285714,16.796571023228573,0.7741375977796319
 KS,2010,13.161904761904761,17.95953450714286,0.7328644713297003
 KS,2011,13.533333333333339,16.04755919514286,0.843326587474405
 KS,2012,13.340952380952382,15.637001893076189,0.853165617819586
 KS,2013,13.481904761904767,15.82665813623809,0.8518478535298256
 KS,2014,13.197142857142856,13.125855542561904,1.00543106042496
 KS,2015,12.696190476190484,11.575056091961898,1.0968577927675995
 KS,2016,12.608571428571432,11.244662118161902,1.1212939344977384
 KY,2008,20.268333333333334,16.965974823166672,1.1946459631460353
 KY,2009,21.385833333333338,18.26930472899999,1.1705882435354142
 KY,2010,21.128333333333337,18.86121710324999,1.1201998904775183
 KY,2011,21.85666666666667,17.910726989249998,1.2203115306143084
 KY,2012,22.169166666666676,17.47941751459167,1.2683012261798794
 KY,2013,21.91583333333334,18.347119597666673,1.1945108449677586
 KY,2014,21.853333333333335,10.524220666849995,2.0764799622805947
 KY,2015,21.40749999999999,7.536086549033331,2.8406653586994666
 KY,2016,21.431666666666672,6.481500167974999,3.3065904669045967
 LA,2008,20.09531250000001,20.58389628546875,0.9762637851117789
 LA,2009,20.1796875,20.91313363453125,0.9649289223055411
 LA,2010,21.006249999999998,21.04493685484375,0.9981617024982972
 LA,2011,22.315625000000004,20.487695462812496,1.0892208467519156
 LA,2012,22.348437500000006,19.86895018328125,1.1247920646962577
 LA,2013,22.209375000000005,19.7513624678125,1.1244477456273292
 LA,2014,22.240624999999994,17.39164276296875,1.2788110532810602
 LA,2015,21.946875,14.28858818732813,1.5359722536802929
 LA,2016,22.451562499999994,12.036256446124998,1.8653276955749927
 MA,2008,10.092857142857142,4.9584298922857135,2.035494574312633
 MA,2009,10.535714285714286,5.065899057571428,2.079732376421465
 MA,2010,11.464285714285714,5.642328739928571,2.0318358328109123
 MA,2011,11.771428571428572,5.350343412214285,2.2001257983843816
 MA,2012,11.892857142857144,4.727833702571428,2.515498194530134
 MA,2013,11.892857142857142,4.63080912507143,2.5682028392119696
 MA,2014,11.62142857142857,4.000573307928571,2.904940786460916
 MA,2015,11.592857142857142,3.377277683285714,3.4326040764224595
 MA,2016,10.22857142857143,3.1803940075714285,3.2161334112127946
 MD,2008,9.575000000000001,12.814615229500001,0.7471937181506461
 MD,2009,10.541666666666668,13.198740831083335,0.7986872991581745
 MD,2010,10.850000000000001,12.414984071083332,0.8739439324188542
 MD,2011,11.625,11.720247225,0.9918732750963792
 MD,2012,12.054166666666665,11.385232377374999,1.0587545574055202
 MD,2013,12.037500000000001,11.403367738999998,1.0556092090962956
 MD,2014,11.787500000000001,8.350341506874999,1.411618912866632
 MD,2015,11.475,6.9512625860416675,1.6507792444846099
 MD,2016,11.345833333333333,6.745672082291667,1.6819426137119433
 ME,2008,13.743749999999999,13.06490405125,1.0519595051052097
 ME,2009,14.093750000000002,13.285185533125,1.060862113280913
 ME,2010,14.287500000000001,13.014530014375,1.097811444917255
 ME,2011,15.437499999999996,13.824010400625,1.1167164630679134
 ME,2012,15.65625,13.33247814625,1.1742940680839296
 ME,2013,15.062500000000002,14.545024378750002,1.0355775011285662
 ME,2014,15.08125,13.517231064375,1.1157055707767705
 ME,2015,14.587499999999999,11.1153533979375,1.312373928003654
 ME,2016,13.612500000000002,11.207251784625,1.2146153456349318
 MI,2008,14.754216867469884,13.520995889710836,1.0912078509466525
 MI,2009,16.004819277108435,14.556124697843366,1.099524743662007
 MI,2010,16.685542168674704,15.507520337228915,1.0759645517676808
 MI,2011,17.084337349397597,14.648555255518067,1.1662813875765652
 MI,2012,16.883132530120477,14.324677294144584,1.1786047380642704
 MI,2013,17.08795180722892,14.102264443903612,1.2117168753430954
 MI,2014,16.332530120481923,11.045095712722883,1.4787133172298748
 MI,2015,15.516867469879516,7.940306126566267,1.9541900806524297
 MI,2016,15.118072289156625,7.217799431084341,2.0945542243871156
 MN,2008,10.526436781609195,10.923715666770116,0.9636315245398193
 MN,2009,11.264367816091957,11.306531626333335,0.9962708448855193
 MN,2010,11.342528735632182,11.076162598172413,1.0240485940052668
 MN,2011,11.929885057471262,10.912998160609193,1.0931812579729514
 MN,2012,11.408045977011493,9.952333778287352,1.1462684261956744
 MN,2013,11.582758620689656,10.15595294567816,1.140489590946625
 MN,2014,11.517241379310345,7.2594400954023,1.5865192394940602
 MN,2015,10.72413793103448,5.637785812137932,1.9021896695588951
 MN,2016,10.542528735632184,5.496085332724139,1.9181886920243234
 MO,2008,16.513043478260865,17.15849245502608,0.962383118536958
 MO,2009,17.554782608695653,17.822469462765223,0.9849803724097369
 MO,2010,17.547826086956523,17.542597944721752,1.0002980255405296
 MO,2011,18.206086956521737,18.26614109136522,0.9967122702850537
 MO,2012,18.450434782608703,18.126640684869574,1.017862884986152
 MO,2013,18.69130434782609,17.64009844075652,1.0595918390478374
 MO,2014,17.976521739130433,16.231411832826087,1.1075143631544775
 MO,2015,17.28260869565217,13.83992164586956,1.2487504725729468
 MO,2016,16.840869565217393,12.76471673588696,1.319329673636287
 MS,2008,23.702439024390234,20.627381847439015,1.149076465432912
 MS,2009,25.24390243902439,21.728346504146344,1.1617958335765302
 MS,2010,25.25609756097561,21.872141192682925,1.1547153677585416
 MS,2011,25.845121951219515,21.5900144842683,1.1970868278042022
 MS,2012,26.70731707317074,20.582324627804866,1.297585066610579
 MS,2013,27.067073170731717,21.007498180365847,1.288448197797742
 MS,2014,25.398780487804874,18.180643527317077,1.3970231829056152
 MS,2015,25.224390243902434,15.852709321219514,1.5911721922598134
 MS,2016,24.481707317073166,15.038375544085357,1.627948926086096
 MT,2008,15.285714285714286,24.33009434339287,0.6282636667977125
 MT,2009,16.437499999999996,25.308484755000006,0.6494857420001237
 MT,2010,16.412499999999998,24.40122672696429,0.6726096267063311
 MT,2011,16.353571428571424,24.052097826071435,0.6799228718770992
 MT,2012,16.391071428571433,23.909456223035715,0.685547645905027
 MT,2013,16.366071428571427,23.17745839285714,0.7061201945082617
 MT,2014,15.942857142857147,19.141054644464283,0.8329142484041716
 MT,2015,15.308928571428572,16.401866306964283,0.9333650381559538
 MT,2016,14.703571428571426,11.565268699125001,1.271355799081768
 NC,2008,16.854000000000006,19.00204065190001,0.8869573699346222
 NC,2009,18.322999999999993,19.268270700699993,0.9509415912105875
 NC,2010,19.180000000000003,20.300731006899998,0.9447935640091448
 NC,2011,19.639000000000003,19.768957325,0.9934261922435509
 NC,2012,20.108,20.132247637000006,0.9987955822202662
 NC,2013,20.227000000000004,19.307596566399997,1.0476187406567214
 NC,2014,19.329,16.4040943918,1.1783033880652434
 NC,2015,18.589000000000002,14.052100367610008,1.322862740352148
 NC,2016,17.799,13.4768884868,1.32070544454184
 ND,2008,12.445283018867926,14.375098647849056,0.8657528775101736
 ND,2009,12.70754716981132,13.667214586679249,0.9297832480216365
 ND,2010,12.947169811320755,13.948947416849052,0.9281825663549179
 ND,2011,12.17924528301887,13.191147646566035,0.9232892853101689
 ND,2012,11.779245283018865,13.785872051830188,0.8544432473138377
 ND,2013,11.622641509433961,14.706428804811324,0.7903102557183375
 ND,2014,11.401886792452832,10.904437139339622,1.045619012403545
 ND,2015,11.52830188679245,10.483129309075473,1.0997004374268424
 ND,2016,11.432075471698113,9.35211411837736,1.2224054718529929
 NE,2008,11.872043010752687,15.028188332580644,0.7899849767662592
 NE,2009,13.249462365591393,16.24006213330108,0.8158504725436173
 NE,2010,12.784946236559142,16.372329358645164,0.7808874324781551
 NE,2011,12.912903225806453,15.177993509397846,0.8507648404126077
 NE,2012,12.532258064516132,14.544536884483863,0.8616471025547445
 NE,2013,12.594623655913983,15.527808469913984,0.8111011724749688
 NE,2014,12.290322580645164,12.856624162376344,0.9559525444176546
 NE,2015,11.723655913978497,10.811434450591397,1.0843756180140556
 NE,2016,11.81182795698925,10.709459782548386,1.1029340598708097
 NH,2008,9.32,13.297647877999998,0.700875830485726
 NH,2009,9.879999999999999,12.899964846999998,0.7658935599578538
 NH,2010,10.21,14.419846169,0.7080519362231208
 NH,2011,10.370000000000001,14.000873747,0.7406680602503115
 NH,2012,10.86,14.028919289000001,0.7741152241509627
 NH,2013,10.150000000000002,14.120420112000001,0.7188171399641428
 NH,2014,10.55,12.218966908099999,0.863411782628396
 NH,2015,9.97,8.5502949342,1.1660416484724259
 NH,2016,9.000000000000002,7.938710777100001,1.1336853366621436
 NJ,2008,8.476190476190476,13.17091286204762,0.6435537585716532
 NJ,2009,9.219047619047618,13.640698443476188,0.6758486493378004
 NJ,2010,9.976190476190474,14.169098153571426,0.7040808362016959
 NJ,2011,10.114285714285714,14.06463023804762,0.7191291589681867
 NJ,2012,10.38095238095238,13.806188487571427,0.7519057406971877
 NJ,2013,11.219047619047618,14.203088740333332,0.7899019589442007
 NJ,2014,10.942857142857143,11.782748333809524,0.9287185665722496
 NJ,2015,10.423809523809524,9.302498450571429,1.1205387003498202
 NJ,2016,10.328571428571426,8.601226567,1.2008254111336474
 NM,2008,19.045454545454547,25.5327171590909,0.7459235312397384
 NM,2009,20.375757575757582,24.84220906363636,0.8202071532190468
 NM,2010,21.160606060606064,23.557006750212118,0.8982722756326215
 NM,2011,21.690909090909088,23.44920392309091,0.9250168646258224
 NM,2012,22.272727272727273,22.085270992666665,1.0084878415176728
 NM,2013,22.95454545454545,22.535481753787877,1.0185957285198544
 NM,2014,21.881818181818186,17.574724868303033,1.245073157377458
 NM,2015,21.17575757575758,13.045795860272728,1.6231863354724372
 NM,2016,21.490909090909092,11.036242870666667,1.9473030217584264
 NV,2008,11.594117647058823,24.749424851176467,0.4684600840939419
 NV,2009,12.376470588235295,24.035958692941175,0.5149147885609401
 NV,2010,12.805882352941175,24.657782028823526,0.5193444543378571
 NV,2011,13.576470588235296,23.200136639411763,0.5851892512207
 NV,2012,13.605882352941176,23.64315061882353,0.5754682433105524
 NV,2013,13.605882352941176,21.97228441588235,0.6192293024892014
 NV,2014,13.841176470588236,16.077896027647057,0.8608823223379087
 NV,2015,13.305882352941179,12.920529863411769,1.0298248209325105
 NV,2016,13.11764705882353,12.629614157411766,1.0386419486240093
 NY,2008,12.964516129032253,12.379610253000005,1.0472475194354771
 NY,2009,13.541935483870965,11.867626487322585,1.1410820435187217
 NY,2010,13.85645161290323,12.518265205677421,1.1068987104234618
 NY,2011,14.895161290322577,11.528272233032258,1.2920549575194002
 NY,2012,14.453225806451615,11.137284134209679,1.2977334179754443
 NY,2013,15.03064516129032,10.862023894274195,1.3837794233921332
 NY,2014,14.81774193548387,8.510276179903222,1.7411587617421336
 NY,2015,14.45967741935484,6.730854612935484,2.148267679347279
 NY,2016,14.022580645161293,5.861420965209676,2.3923517400289085
 OH,2008,13.092045454545456,13.580032827090905,0.9640658178990584
 OH,2009,14.577272727272726,14.139923884124995,1.0309300705386926
 OH,2010,15.321590909090908,14.677278489318185,1.0438986301337567
 OH,2011,15.612499999999999,14.110460316534095,1.106448666434069
 OH,2012,15.486363636363647,13.637667146261371,1.1355581178419563
 OH,2013,15.351136363636364,13.221397428522726,1.1610827408091613
 OH,2014,15.201136363636374,10.152655122534087,1.4972572376556994
 OH,2015,14.095454545454544,7.861176110238634,1.7930465299074265
 OH,2016,13.7159090909091,6.892006678659092,1.9901183690636914
 OK,2008,17.281818181818185,23.856104690909092,0.7244191122452532
 OK,2009,17.503896103896103,23.062322304935066,0.7589823727400807
 OK,2010,17.87272727272727,23.43246056636364,0.7627336967925108
 OK,2011,18.307792207792215,22.917489615454553,0.7988567908173607
 OK,2012,17.94155844155845,22.473463976883117,0.7983441475694925
 OK,2013,17.674025974025977,21.916001607402592,0.8064439075445313
 OK,2014,17.68961038961039,19.34864185337662,0.9142559216125702
 OK,2015,17.053246753246754,17.463493861298705,0.9765083029025989
 OK,2016,17.542857142857137,17.411963233116882,1.007517469913519
 OR,2008,14.841666666666665,20.575553738055547,0.7213252608223242
 OR,2009,16.025,21.42166757666666,0.748074347743827
 OR,2010,17.175,21.265376913611107,0.8076508622335764
 OR,2011,17.63333333333334,19.22963312083333,0.916987506861451
 OR,2012,17.91388888888889,18.820917860277778,0.9518073997175662
 OR,2013,17.71388888888889,18.79706688,0.9423751589529318
 OR,2014,17.58611111111111,12.601774410249996,1.395526577337154
 OR,2015,16.566666666666666,9.28306786013889,1.7846111777124076
 OR,2016,14.847222222222221,8.268520454027778,1.7956322784434564
 PA,2008,12.565671641791043,11.368334935462686,1.1053220821805094
 PA,2009,12.734328358208955,12.214792521865675,1.0425333328759585
 PA,2010,13.665671641791047,12.688014440298508,1.0770536009470004
 PA,2011,13.571641791044778,12.48199015368657,1.0872979087422512
 PA,2012,13.608955223880598,11.981352254253732,1.135844680557574
 PA,2013,13.62089552238806,12.009720813820893,1.1341558836832422
 PA,2014,13.591044776119402,10.441155048776118,1.3016801984673625
 PA,2015,13.189552238805973,7.705268124223881,1.711757725515165
 PA,2016,12.955223880597014,6.858416917925374,1.8889525142072996
 RI,2008,9.680000000000001,9.5760051844,1.0108599372700233
 RI,2009,9.260000000000002,11.0046805476,0.8414601368887084
 RI,2010,10.66,11.579860352,0.9205637784879567
 RI,2011,11.16,10.3249229842,1.080879733154223
 RI,2012,11.0,10.6392343416,1.0339089869455536
 RI,2013,10.92,11.560017703000002,0.9446352315849909
 RI,2014,11.1,6.924441552599999,1.6030173575271431
 RI,2015,11.239999999999998,5.270191737199999,2.1327497291344657
 RI,2016,10.479999999999999,4.0722355928,2.5735249744708724
 SC,2008,19.09782608695652,20.02252731282608,0.9538169576985811
 SC,2009,20.82173913043478,20.247118134782607,1.0283803843997448
 SC,2010,21.393478260869568,20.828120554347823,1.0271439616957532
 SC,2011,22.221739130434777,19.840850625652173,1.119999316042648
 SC,2012,21.71304347826087,20.196576486304345,1.0750853488948917
 SC,2013,22.3,19.01837394826087,1.172550295870022
 SC,2014,21.710869565217394,16.794805105217396,1.2927133973393234
 SC,2015,20.847826086956527,13.501033844347825,1.5441651600395343
 SC,2016,19.056521739130442,12.559268662108696,1.517327342206155
 SD,2008,15.795454545454549,15.589314768757577,1.0132231454528133
 SD,2009,17.59848484848485,17.694158389803025,0.9945929306604766
 SD,2010,17.38333333333333,16.808576393075757,1.0341942664754369
 SD,2011,16.97575757575757,15.73646049245454,1.0787532294125008
 SD,2012,16.124242424242425,15.566859228393934,1.035805758096137
 SD,2013,16.316666666666666,14.997381040606065,1.087967733998928
 SD,2014,16.55909090909091,13.939805587287871,1.1878997024314057
 SD,2015,15.816666666666668,13.521438302090907,1.1697473532990077
 SD,2016,15.351515151515153,12.032427147939394,1.2758452607081994
 TN,2008,17.535789473684215,16.129138501484203,1.0872117858043424
 TN,2009,19.087368421052627,17.527918868852638,1.088969464308233
 TN,2010,19.74736842105263,17.02205203021053,1.1601050440925242
 TN,2011,20.41578947368421,17.48947212729473,1.1673187918475
 TN,2012,20.03368421052632,16.81769875965263,1.1912262490150656
 TN,2013,19.700000000000003,16.814364247715798,1.1716172975541561
 TN,2014,19.730526315789472,14.706307981400006,1.3416369588304495
 TN,2015,18.96000000000001,12.390768482894739,1.5301714357889904
 TN,2016,17.90842105263158,11.185740507957895,1.6010045146220722
 TX,2008,17.04094488188976,27.868336500078748,0.6114805195438059
 TX,2009,17.983464566929133,27.887705636496072,0.644852782130436
 TX,2010,18.54015748031496,27.448998374212596,0.675440219258886
 TX,2011,18.70433070866142,26.58118014204725,0.7036681821012947
 TX,2012,18.32480314960631,25.825688707598427,0.7095571915654196
 TX,2013,18.149606299212607,26.194752549094485,0.6928718362655429
 TX,2014,17.45551181102363,22.76821513562992,0.7666614052547117
 TX,2015,16.818503937007875,20.82676405618109,0.8075428276634449
 TX,2016,17.01456692913386,20.230277265984256,0.8410446730625201
 UT,2008,11.06896551724138,18.61326540551724,0.594681549748943
 UT,2009,12.49655172413793,17.543907480689658,0.7123015062575265
 UT,2010,13.231034482758618,18.55191494586207,0.7131896907337724
 UT,2011,13.78965517241379,18.29955147137931,0.7535515388986967
 UT,2012,13.227586206896554,17.07677925137931,0.7745949052909463
 UT,2013,13.093103448275862,16.827695768103453,0.7780687046347466
 UT,2014,12.555172413793109,15.419040207551726,0.8142641983412177
 UT,2015,12.089655172413792,13.176117324241376,0.9175430724323687
 UT,2016,11.87241379310345,10.928499558413796,1.0863718051727365
 VA,2008,13.387313432835823,15.597793691537316,0.8582825044095305
 VA,2009,13.832089552238807,15.696642926746279,0.8812132388301726
 VA,2010,14.42835820895522,16.6429763630224,0.8669337679895016
 VA,2011,14.90149253731343,16.065768651067167,0.9275306311798285
 VA,2012,15.325373134328357,16.048985774955234,0.9549122511058556
 VA,2013,15.21716417910447,15.589665600320895,0.9761058748297489
 VA,2014,15.124060150375941,14.027353322082709,1.078183446521357
 VA,2015,14.706766917293235,11.784184048285717,1.2480089293439605
 VA,2016,14.299248120300751,11.112126580060151,1.2868147259913005
 VT,2008,10.850000000000003,11.343010229142859,0.9565362087150202
 VT,2009,12.035714285714286,11.124892594785717,1.0818724030967701
 VT,2010,12.907142857142857,10.378204686785711,1.2436778081258288
 VT,2011,12.65,8.56671597342857,1.4766451974404866
 VT,2012,12.421428571428573,8.439173098857143,1.4718774488830804
 VT,2013,12.992857142857142,9.45372008957143,1.3743644850654928
 VT,2014,12.692857142857141,6.602990188928571,1.9222892628463437
 VT,2015,10.685714285714285,5.012988831214286,2.1316054444761066
 VT,2016,11.907142857142857,5.021017605428574,2.3714600889407778
 WA,2008,14.2,16.708171091538457,0.8498835642873759
 WA,2009,15.066666666666666,17.22736200205128,0.8745777017324338
 WA,2010,15.807692307692305,18.295142793846153,0.8640376566511118
 WA,2011,16.661538461538456,18.30430992051282,0.910252204748053
 WA,2012,16.07948717948718,17.991281653076918,0.8937377275029889
 WA,2013,16.258974358974356,18.605887854102562,0.8738617843162633
 WA,2014,16.030769230769234,12.63583893692308,1.2686747046075317
 WA,2015,15.094871794871793,8.98759004748718,1.6795238451148686
 WA,2016,14.192307692307692,8.23003141071795,1.7244536483572934
 WI,2008,10.679166666666667,10.97004484038889,0.9734843222653672
 WI,2009,12.209722222222224,11.209247226569442,1.089254432115775
 WI,2010,13.124999999999995,11.479852701208328,1.143307352595082
 WI,2011,12.888888888888886,10.92695561175,1.1795498533030715
 WI,2012,12.833333333333332,11.238329503972226,1.1419253483177678
 WI,2013,13.206944444444446,11.417057859277774,1.1567730151872855
 WI,2014,12.677777777777777,9.40255105291667,1.3483338411489012
 WI,2015,11.866666666666664,7.282708361069443,1.6294304369101607
 WI,2016,11.505555555555558,7.1406359108611115,1.6112788411540881
 WV,2008,18.36727272727273,18.568442578909092,0.9891660352890953
 WV,2009,19.232727272727267,17.567245076363648,1.0948061115515768
 WV,2010,19.367272727272727,18.31744000563636,1.0573132883914635
 WV,2011,19.841818181818184,18.926760774363633,1.0483472802537874
 WV,2012,19.069090909090907,18.44241257454545,1.0339802795329722
 WV,2013,19.503636363636367,18.002446168363633,1.0833881229935758
 WV,2014,19.34909090909091,11.004600146654546,1.7582729632364817
 WV,2015,19.16,7.698451095254549,2.488812328990508
 WV,2016,19.04909090909091,6.788754555000001,2.805977260595027
 WY,2008,9.7,16.8226463926087,0.5766036908593555
